# This document contanins statistical data on Moran simulation 
# Population size: 	100
# Sample size: 	10
# Coalescent times:
312.0	368.0	526.0	1196.0	1537.0	2526.0	3428.0	4256.0	7550.0
74.0	110.0	111.0	197.0	347.0	493.0	2234.0	4316.0	8240.0
51.0	185.0	306.0	313.0	379.0	837.0	1600.0	3651.0	6162.0
152.0	245.0	255.0	397.0	551.0	679.0	1205.0	6273.0	12316.0
63.0	66.0	294.0	928.0	1493.0	1918.0	4916.0	8866.0	9607.0
104.0	293.0	422.0	751.0	1537.0	2081.0	3916.0	5140.0	5999.0
66.0	353.0	894.0	1008.0	1155.0	1329.0	1372.0	2071.0	2966.0
53.0	250.0	488.0	507.0	1275.0	1606.0	2282.0	9922.0	30325.0
291.0	383.0	441.0	579.0	1003.0	1020.0	1447.0	4296.0	5193.0
180.0	195.0	306.0	357.0	1606.0	1803.0	4621.0	4670.0	7104.0
93.0	95.0	233.0	446.0	872.0	2418.0	2951.0	4292.0	4728.0
215.0	319.0	705.0	728.0	866.0	1125.0	1776.0	2560.0	8409.0
98.0	355.0	397.0	591.0	761.0	1450.0	3539.0	4433.0	13627.0
11.0	124.0	348.0	519.0	924.0	1017.0	1493.0	1815.0	11853.0
71.0	512.0	559.0	1035.0	1614.0	2400.0	2905.0	3002.0	11729.0
384.0	546.0	594.0	633.0	783.0	992.0	2504.0	2687.0	10034.0
261.0	440.0	870.0	1433.0	2021.0	2468.0	3829.0	4658.0	6687.0
38.0	449.0	546.0	1334.0	1488.0	1512.0	1760.0	2291.0	16754.0
365.0	798.0	1094.0	1479.0	1608.0	3095.0	3237.0	3558.0	7813.0
72.0	122.0	206.0	215.0	1267.0	1667.0	1755.0	2579.0	3848.0
131.0	246.0	358.0	737.0	1556.0	2876.0	3234.0	4980.0	7904.0
193.0	258.0	533.0	953.0	2003.0	2124.0	2725.0	4272.0	9963.0
187.0	267.0	383.0	554.0	941.0	1538.0	2069.0	2604.0	2984.0
213.0	361.0	450.0	455.0	746.0	1077.0	5714.0	5796.0	12845.0
349.0	549.0	822.0	879.0	917.0	1133.0	1703.0	2867.0	13929.0
189.0	336.0	630.0	816.0	1085.0	1435.0	4972.0	5192.0	7547.0
194.0	194.0	590.0	900.0	971.0	1745.0	2872.0	5036.0	5166.0
366.0	409.0	503.0	677.0	743.0	847.0	1566.0	3887.0	16223.0
135.0	219.0	235.0	776.0	1306.0	2016.0	2587.0	3738.0	6363.0
264.0	605.0	660.0	828.0	1471.0	1513.0	1579.0	1753.0	5231.0
152.0	199.0	258.0	561.0	1214.0	1764.0	4249.0	5754.0	11309.0
28.0	77.0	240.0	845.0	961.0	1089.0	1138.0	1427.0	13525.0
